-0.03137922	-0.03110268	-0.03105767	-0.03103194	-0.03096120	-0.03117985	-0.03096763	-0.03084544	-0.03083258	-0.03067180	-0.03092261	-0.03118629	-0.03130847	-0.03137922	-0.03096763	-0.03108982	-0.03112198	-0.03076827	-0.03062679	-0.03113484	-0.03108982	-0.03159787	-0.03188084	-0.03144353	-0.03170077	-0.03136635	-0.03101908	-0.03119915	-0.03128918	-0.03103837	-0.03106410
-0.03084544	-0.03081972	-0.03095477	-0.03117985	-0.03126989	-0.03111554	-0.03050460	-0.03055605	-0.03063322	-0.03009301	-0.03025379	-0.03014446	-0.03076827	-0.03094834	-0.03114770	-0.03048530	-0.03042099	-0.03080686	-0.03073611	-0.03120558	-0.03123130	-0.03132134	-0.03177794	-0.03146282	-0.03099335	-0.03089689	-0.03135349	-0.03140494	-0.03097406	-0.03096120	-0.03089689
-0.03014446	-0.03083258	-0.03079399	-0.03104480	-0.03104480	-0.03087760	-0.03101265	-0.03092904	-0.03061392	-0.03040170	-0.02994510	-0.03002227	-0.03022163	-0.03081972	-0.03054318	-0.03055605	-0.03047244	-0.03039527	-0.03070396	-0.03109625	-0.03096120	-0.03071039	-0.03072968	-0.03092261	-0.03071039	-0.03099335	-0.03112198	-0.03102551	-0.03081329	-0.03042099	-0.03047887
-0.03096763	-0.03119915	-0.03144996	-0.03151427	-0.03114127	-0.03107696	-0.03040170	-0.03025379	-0.03031810	-0.03000298	-0.02970072	-0.02992581	-0.03006729	-0.03009301	-0.02926341	-0.02849812	-0.02849169	-0.02849169	-0.02885182	-0.02986793	-0.03090975	-0.03089046	-0.03005443	-0.03013160	-0.03013803	-0.03032453	-0.03044672	-0.03010587	-0.02957210	-0.02962355	-0.03027308
-0.03075541	-0.03063965	-0.03072968	-0.03060106	-0.03065894	-0.03078113	-0.03060749	-0.02994510	-0.02973931	-0.02961069	-0.02964927	-0.02944991	-0.02964927	-0.02889041	-0.02788717	-0.02613793	-0.02523116	-0.02516685	-0.02628585	-0.02766852	-0.02868462	-0.02957210	-0.02930843	-0.02925055	-0.02932772	-0.03004156	-0.03059463	-0.03043386	-0.02995153	-0.02954638	-0.02975860
-0.03096120	-0.03093548	-0.03075541	-0.03038241	-0.03046601	-0.03056891	-0.03044672	-0.03018305	-0.02966213	-0.02961069	-0.02951422	-0.02915408	-0.02788717	-0.02681319	-0.02553342	-0.02427294	-0.02272306	-0.02133396	-0.02127608	-0.02145615	-0.02305104	-0.02506395	-0.02700612	-0.02788074	-0.02844667	-0.02944348	-0.03036955	-0.02982291	-0.02934701	-0.02863960	-0.02809940
-0.02991937	-0.03023449	-0.03051746	-0.03034382	-0.03018948	-0.03000298	-0.02983577	-0.02986150	-0.03006086	-0.02930200	-0.02827303	-0.02596430	-0.02488388	-0.02277451	-0.02139827	-0.02036288	-0.02005419	-0.01761683	-0.01454923	-0.01013112	-0.01051055	-0.01508301	-0.02173268	-0.02817014	-0.02980362	-0.03051103	-0.03087760	-0.03119915	-0.03045315	-0.02880681	-0.02733410
-0.03045958	-0.03057534	-0.03037598	-0.03025379	-0.03024093	-0.03018305	-0.03036955	-0.02999655	-0.02928913	-0.02803509	-0.02534049	-0.02047220	-0.01318586	-0.00901213	-0.00809249	-0.00911502	-0.01139160	-0.01151379	-0.00209235	0.00826803	0.01545148	0.00650593	-0.01257491	-0.02516042	-0.03040170	-0.02962998	-0.02889041	-0.03005443	-0.03008015	-0.02907691	-0.02666528
-0.02987436	-0.03029237	-0.03026665	-0.03012517	-0.02990008	-0.03037598	-0.03044029	-0.02971358	-0.02856243	-0.02433725	-0.01569396	0.00074373	0.01534215	0.03215284	0.04733005	0.06109887	0.05276426	0.04421101	0.03786359	0.06338831	0.07587092	0.05374178	0.01576660	-0.02008634	-0.02678104	-0.02406071	-0.02288384	-0.02654952	-0.02905119	-0.02853670	-0.02676174
-0.03045958	-0.03017018	-0.03024736	-0.02973287	-0.02965570	-0.02997725	-0.02961069	-0.02845310	-0.02511540	-0.01856219	-0.00113412	0.01862197	0.04785739	0.07448825	0.11187821	0.12607790	0.11531237	0.08463640	0.07508634	0.09576850	0.11018685	0.08992913	0.03354837	-0.00470977	-0.02060726	-0.01580328	-0.01537884	-0.02049150	-0.02595787	-0.02627942	-0.02532119
