-0.04878799	-0.04580721	-0.04510623	-0.04414479	-0.04276212	-0.04042123	-0.03810285	-0.03760766	-0.03633110	-0.03255288	-0.03063000	-0.03072968	-0.03144996	-0.03140816	-0.03245963	-0.03444038	-0.03746296	-0.04196789	-0.04456924	-0.04333770	-0.03842762	-0.03104802	-0.02246904	-0.01780012	-0.02136612	-0.03180366	-0.04098716	-0.04507729	-0.04573326	-0.04435702	-0.04394543	-0.04472680	-0.04618664	-0.04789408	-0.04864972	-0.04892947	-0.04744069	-0.04561107	-0.04552425	-0.04591975	-0.04734423	-0.04880085	-0.04904845	-0.04888124	-0.04878799	-0.04854361	-0.04855326	-0.04623487	-0.04405154	-0.04349204	-0.04441168
-0.04642137	-0.04565930	-0.04504192	-0.04342130	-0.04163991	-0.03901605	-0.03863662	-0.03742116	-0.03468798	-0.03109947	-0.03087117	-0.03046601	-0.02802865	-0.02636945	-0.02720870	-0.03027308	-0.03519924	-0.04093250	-0.04522199	-0.04418016	-0.03828613	-0.02762993	-0.01414408	-0.00775808	-0.01308618	-0.02511540	-0.03683594	-0.04242449	-0.04188107	-0.03928294	-0.03990032	-0.04359173	-0.04670434	-0.04875583	-0.04958865	-0.04939894	-0.04804842	-0.04749857	-0.04675900	-0.04717059	-0.04864329	-0.04935070	-0.04951148	-0.04875905	-0.04844071	-0.04933463	-0.04848895	-0.04649212	-0.04426055	-0.04349204	-0.04249524
-0.04670755	-0.04554997	-0.04388434	-0.04200005	-0.04029583	-0.03937298	-0.03891959	-0.03580054	-0.03300948	-0.03122487	-0.03072968	-0.02787431	-0.02322790	-0.02125679	-0.02383241	-0.02717654	-0.03279726	-0.03930223	-0.04348883	-0.04421875	-0.04133122	-0.03300305	-0.02160085	-0.01510873	-0.01817311	-0.02630193	-0.03562047	-0.03853051	-0.03703530	-0.03579090	-0.03913181	-0.04430557	-0.04776224	-0.04798090	-0.04900664	-0.04880728	-0.04917707	-0.04859827	-0.04807415	-0.04732493	-0.04715773	-0.04677508	-0.04674936	-0.04731529	-0.04786835	-0.04870760	-0.04842464	-0.04704840	-0.04605802	-0.04443740	-0.04230874
-0.04722847	-0.04500977	-0.04374285	-0.04164634	-0.04082317	-0.03971703	-0.03721215	-0.03463653	-0.03225705	-0.03191621	-0.02890006	-0.02232755	-0.01874869	-0.02116675	-0.02360733	-0.02422792	-0.02926984	-0.03540825	-0.04005788	-0.04421232	-0.04620915	-0.04026689	-0.03023771	-0.01846894	-0.01370034	-0.01768436	-0.02949814	-0.03615103	-0.03639863	-0.03607386	-0.03993891	-0.04494867	-0.04685547	-0.04745677	-0.04804199	-0.04828315	-0.04827029	-0.04745034	-0.04507729	-0.04358851	-0.04278785	-0.04342452	-0.04515446	-0.04647282	-0.04762076	-0.04935070	-0.04961438	-0.04884265	-0.04846001	-0.04636671	-0.04393900
-0.04700981	-0.04467535	-0.04231517	-0.04097108	-0.04059808	-0.03829256	-0.03570086	-0.03476836	-0.03351110	-0.02991294	-0.02426972	-0.02056867	-0.02163943	-0.02240151	-0.02008313	-0.01856541	-0.02324076	-0.02940489	-0.03542433	-0.04271389	-0.04670434	-0.04273640	-0.03052067	-0.01294791	0.00134503	0.00235470	-0.01524700	-0.03195158	-0.03736328	-0.03704816	-0.03824112	-0.04110935	-0.04303223	-0.04490044	-0.04704518	-0.04867545	-0.04830566	-0.04684904	-0.04499690	-0.04233446	-0.04163348	-0.04380395	-0.04648568	-0.04752108	-0.04856612	-0.04897771	-0.04894877	-0.04880085	-0.04766256	-0.04557570	-0.04383289
-0.04615127	-0.04418016	-0.04151129	-0.04160776	-0.04020579	-0.03755621	-0.03570086	-0.03481017	-0.03180045	-0.02617974	-0.02183880	-0.02148509	-0.02291278	-0.02020532	-0.01551067	-0.01601872	-0.02092238	-0.02554628	-0.02991937	-0.03810285	-0.04409656	-0.04379752	-0.03516066	-0.01652677	0.00409108	0.00754454	-0.00633039	-0.02581317	-0.03379406	-0.03184225	-0.03179402	-0.03572016	-0.03976527	-0.04339558	-0.04557570	-0.04658858	-0.04761433	-0.04748571	-0.04618021	-0.04443740	-0.04303223	-0.04478468	-0.04755002	-0.04858863	-0.04834103	-0.04877513	-0.04841499	-0.04855647	-0.04758217	-0.04531202	-0.04245987
-0.04656607	-0.04415765	-0.04180712	-0.04150486	-0.03957877	-0.03678127	-0.03617676	-0.03498380	-0.02905119	-0.02450767	-0.02352694	-0.02378096	-0.02156226	-0.01577756	-0.01321158	-0.01688691	-0.01955578	-0.02006383	-0.02351408	-0.03155285	-0.03876846	-0.04292290	-0.04125083	-0.02654309	-0.00414384	0.00641589	-0.00301198	-0.01872618	-0.02750453	-0.02653666	-0.02789360	-0.03336640	-0.03674590	-0.03831186	-0.04069777	-0.04345667	-0.04545351	-0.04637636	-0.04464963	-0.04091320	-0.03890994	-0.04075564	-0.04341809	-0.04594548	-0.04684904	-0.04781691	-0.04857255	-0.04860471	-0.04741497	-0.04423483	-0.04236662
-0.04632169	-0.04391006	-0.04281036	-0.04158525	-0.03890673	-0.03719929	-0.03648223	-0.03185190	-0.02592249	-0.02399962	-0.02464272	-0.02193526	-0.01759111	-0.01302830	-0.01452994	-0.01736924	-0.01499941	-0.01085783	-0.01495117	-0.02348514	-0.02923447	-0.03602884	-0.03685845	-0.02467488	-0.00276117	0.01412347	0.00981147	-0.00806998	-0.02406393	-0.02978111	-0.03032131	-0.03165253	-0.03209628	-0.03324743	-0.03727003	-0.04127977	-0.04357565	-0.04322516	-0.03866556	-0.03170077	-0.02792576	-0.03155285	-0.03833437	-0.04276855	-0.04419303	-0.04576219	-0.04731850	-0.04865615	-0.04777510	-0.04522842	-0.04371713
-0.04678151	-0.04394543	-0.04266566	-0.04186500	-0.03921863	-0.03824112	-0.03612853	-0.02992581	-0.02500286	-0.02473919	-0.02346906	-0.01912812	-0.01398009	-0.01368426	-0.01446242	-0.01116973	-0.00516316	-0.00420172	-0.01034978	-0.01775831	-0.02379061	-0.03053354	-0.03405131	-0.02170375	0.00217464	0.02768650	0.03028463	0.00673745	-0.02310892	-0.03593559	-0.03159787	-0.02519900	-0.02449481	-0.02859137	-0.03570729	-0.04289074	-0.04383610	-0.04252096	-0.03531822	-0.02623761	-0.02310892	-0.02961390	-0.03654976	-0.04193252	-0.04406762	-0.04536669	-0.04710628	-0.04821241	-0.04839570	-0.04760147	-0.04663360
-0.04603230	-0.04380716	-0.04348240	-0.04193574	-0.03951767	-0.03831829	-0.03510278	-0.02854314	-0.02548197	-0.02572313	-0.02135325	-0.01523735	-0.01295113	-0.01257813	-0.00847513	0.00057010	0.00463450	0.00018424	-0.00994141	-0.01449135	-0.02067800	-0.03188727	-0.03986495	-0.03462045	-0.01220191	0.02061559	0.04013052	0.02113972	-0.01724383	-0.03465582	-0.02501572	-0.01394150	-0.01575827	-0.02679711	-0.03618640	-0.03927973	-0.04131836	-0.04270103	-0.04155309	-0.03476515	-0.03297089	-0.03659477	-0.04042445	-0.04341166	-0.04562071	-0.04705483	-0.04819312	-0.04894233	-0.04812881	-0.04722204	-0.04786514
