-0.04869796	-0.05196491	-0.05352122	-0.05349550	-0.05346334	-0.05352122	-0.05249869	-0.05208710	-0.05253084	-0.05301960	-0.05405500	-0.05432510	-0.05357267	-0.05229290	-0.05104528	-0.05096811	-0.05215785	-0.05309677	-0.05387493	-0.05407429	-0.05362412	-0.05372058	-0.05389422	-0.05408715	-0.05403570	-0.05437012
-0.05328970	-0.05319967	-0.05350836	-0.05282667	-0.05235721	-0.05186845	-0.05144400	-0.05098740	-0.05191990	-0.05327684	-0.05399712	-0.05378489	-0.05300031	-0.05068514	-0.04961116	-0.04982338	-0.05180414	-0.05314179	-0.05325112	-0.05312893	-0.05309677	-0.05281381	-0.05354051	-0.05378489	-0.05359196	-0.05329614
-0.05295529	-0.05303889	-0.05305176	-0.05292957	-0.05281381	-0.05238936	-0.05134111	-0.05154690	-0.05258872	-0.05321896	-0.05351479	-0.05391351	-0.05323183	-0.05145043	-0.05148259	-0.05188774	-0.05264017	-0.05269805	-0.05199707	-0.05123178	-0.05044076	-0.05128966	-0.05294886	-0.05368843	-0.05321896	-0.05314822
-0.05310964	-0.05319967	-0.05263374	-0.05319324	-0.05318681	-0.05284596	-0.05301960	-0.05329614	-0.05273664	-0.05218357	-0.05251798	-0.05294243	-0.05359196	-0.05348264	-0.05304533	-0.05301317	-0.05134754	-0.05058224	-0.04999702	-0.05015780	-0.04985554	-0.05069800	-0.05185559	-0.05273021	-0.05310321	-0.05329614
-0.05336688	-0.05349550	-0.05346334	-0.05339260	-0.05318681	-0.05312893	-0.05345048	-0.05331543	-0.05268519	-0.05202922	-0.05259515	-0.05285240	-0.05335402	-0.05363698	-0.05328327	-0.05180414	-0.05011921	-0.04932176	-0.05000988	-0.05062726	-0.05146329	-0.05193919	-0.05181700	-0.05190704	-0.05175912	-0.05209353
-0.05227360	-0.05281381	-0.05278809	-0.05235078	-0.05241509	-0.05265303	-0.05193276	-0.05209353	-0.05190060	-0.05133467	-0.05148259	-0.05220929	-0.05188774	-0.05263374	-0.05292314	-0.05276236	-0.05157905	-0.05142471	-0.05187488	-0.05278809	-0.05258229	-0.05182343	-0.05137326	-0.05121249	-0.05128323	-0.05109673
-0.05266590	-0.05310964	-0.05265946	-0.05267876	-0.05268519	-0.05157905	-0.05080733	-0.05047935	-0.05044076	-0.05033787	-0.05047935	-0.05119962	-0.05112245	-0.05157262	-0.05319324	-0.05366914	-0.05247297	-0.05143757	-0.05101955	-0.05144400	-0.05112245	-0.04952113	-0.04901308	-0.05018995	-0.05060797	-0.04988126
-0.05233791	-0.05289741	-0.05283953	-0.05278809	-0.05212569	-0.05096811	-0.04977194	-0.04875583	-0.04775903	-0.04822849	-0.04970763	-0.04987483	-0.05024783	-0.05072373	-0.05113531	-0.05082662	-0.04893590	-0.04454995	-0.04432486	-0.04427984	-0.04921887	-0.04735387	-0.04723811	-0.04940537	-0.05100026	-0.05057581
-0.05278165	-0.05244081	-0.05260159	-0.05265303	-0.05179128	-0.05050507	-0.04786835	-0.04688441	-0.04608053	-0.04696158	-0.04862078	-0.04900021	-0.04932820	-0.05017709	-0.05006133	-0.04815775	-0.04483291	-0.04121225	-0.04074921	-0.04458853	-0.04863365	-0.04882015	-0.04855647	-0.05023497	-0.05247297	-0.05161121
-0.05177198	-0.05247940	-0.05211926	-0.05157262	-0.05045362	-0.04862078	-0.04687155	-0.04676865	-0.04696801	-0.04725098	-0.04759182	-0.04804199	-0.04908382	-0.04997773	-0.04979766	-0.05229290	-0.05156619	-0.04878799	-0.04458853	-0.04635063	-0.04840856	-0.04941823	-0.04972692	-0.05162407	-0.05334115	-0.05278809
-0.05213212	-0.05242152	-0.05191347	-0.05113531	-0.04950826	-0.04836354	-0.04818347	-0.04817061	-0.04714165	-0.04660144	-0.04547601	-0.04425412	-0.04359816	-0.04389398	-0.04280714	-0.04414479	-0.04748249	-0.04699374	-0.04112221	-0.04016399	-0.04168171	-0.04461426	-0.04689084	-0.04946968	-0.05238936	-0.05287169
-0.05274307	-0.05231862	-0.05112888	-0.05030571	-0.04908382	-0.04909668	-0.04955328	-0.04736673	-0.04581686	-0.04554676	-0.04242771	-0.03763017	-0.03244033	-0.02787431	-0.02546268	-0.02827946	-0.03551436	-0.03516709	-0.03224097	-0.03053675	-0.03562369	-0.04003537	-0.04181676	-0.04423483	-0.04979766	-0.04976551
-0.05240222	-0.05264660	-0.05069157	-0.04979123	-0.04909025	-0.04970120	-0.04855647	-0.04682010	-0.04658215	-0.04395829	-0.03435035	-0.02633086	-0.01854933	-0.01486435	-0.01615699	-0.02282596	-0.03198373	-0.03714784	-0.03503847	-0.03193228	-0.03764303	-0.04209330	-0.03984887	-0.03979742	-0.04634420	-0.04114794
-0.05209997	-0.05227360	-0.04981695	-0.04908382	-0.04933463	-0.04930890	-0.04841499	-0.04755323	-0.04347597	-0.03107696	-0.01289646	-0.00709568	-0.00464546	-0.01107005	-0.01062631	-0.01660716	-0.02634373	-0.03736650	-0.04055628	-0.03773950	-0.03724431	-0.04395186	-0.04029904	-0.03885206	-0.04503227	-0.03658191
-0.05206781	-0.05227360	-0.04945682	-0.04852432	-0.04999702	-0.04934749	-0.04813846	-0.04592619	-0.02909620	-0.00189298	0.02513660	0.03286025	0.04230742	0.03527832	0.03995367	0.03869962	0.04223025	0.02325231	0.00510397	-0.01386755	-0.02301889	-0.03802889	-0.04036335	-0.04002251	-0.04728313	-0.04197754
-0.05121892	-0.05240222	-0.05009992	-0.04966904	-0.05027356	-0.04948897	-0.04873011	-0.03871701	-0.00277403	0.04138779	0.08886802	0.15216212	0.24233147	0.25838973	0.25366293	0.19878060	0.18427221	0.15437440	0.10179437	0.04932367	0.00995939	-0.02305747	-0.03770734	-0.04000322	-0.04699374	-0.04968833
-0.04961759	-0.05212569	-0.04982982	-0.05020925	-0.05089093	-0.05017066	-0.04829923	-0.02795148	0.01670553	0.08001250	0.17686368	0.35585185	0.58064176	0.65182030	0.55639038	0.39067583	0.30175410	0.24654379	0.18732052	0.10652760	0.03900188	-0.00631110	-0.02942419	-0.03148211	-0.03435678	-0.04463355
-0.04609982	-0.05242795	-0.05098097	-0.05132824	-0.05188774	-0.05122535	-0.04858220	-0.02770067	0.02172172	0.08917027	0.23777188	0.50624771	0.89396754	1.03352713	0.85386369	0.56982478	0.36373628	0.29089854	0.20339164	0.12837378	0.05470000	0.00907834	-0.01255562	-0.01217619	-0.01202184	-0.02060726
-0.03986173	-0.05318681	-0.05164336	-0.05235721	-0.05262088	-0.05307748	-0.04993271	-0.03243390	0.01194657	0.07738864	0.23386825	0.54377915	0.93395563	1.08509748	0.89284211	0.59451991	0.30272519	0.21978431	0.15809153	0.10180723	0.04784453	0.02069919	0.00642876	0.00821658	0.00670529	0.00189489
-0.02470382	-0.05242152	-0.05222216	-0.05289741	-0.05388779	-0.05397139	-0.05200350	-0.03863341	-0.00428532	0.04441680	0.16025235	0.39494603	0.70802743	0.82640323	0.67040595	0.41389825	0.18686391	0.12353122	0.08252703	0.05496367	0.02695658	0.01740651	0.01378584	0.01297554	0.01185011	0.00544481
-0.01476146	-0.05250512	-0.05304533	-0.05345691	-0.05399712	-0.05357267	-0.05193276	-0.04307724	-0.02020210	0.00557986	0.07111840	0.17721095	0.34606384	0.40730645	0.32002463	0.16743580	0.05008896	0.02716880	0.01878918	0.00974073	-0.00085116	0.00155404	0.00231933	0.00081448	-0.00225312	-0.00478694
-0.02553342	-0.05188774	-0.05328970	-0.05393281	-0.05458234	-0.05422863	-0.05289741	-0.04665289	-0.03278761	-0.01915385	0.00180485	0.03041646	0.07784524	0.09313821	0.06388993	0.01120701	-0.02220215	-0.02177770	-0.01914741	-0.02424078	-0.02535335	-0.02111531	-0.01806700	-0.01938536	-0.02347549	-0.02502537
-0.02438870	-0.05222859	-0.05302603	-0.05348264	-0.05412574	-0.05401641	-0.05270448	-0.04858220	-0.04074278	-0.03472335	-0.02902546	-0.02868462	-0.01497368	-0.02327613	-0.03056891	-0.04466571	-0.04471715	-0.04061416	-0.03926365	-0.04339236	-0.04286502	-0.03887136	-0.03592595	-0.03858839	-0.04044696	-0.04150807
-0.03004156	-0.05294243	-0.05417719	-0.05449874	-0.05428651	-0.05382348	-0.05316752	-0.05113531	-0.04624131	-0.04246630	-0.04114151	-0.04469143	-0.04858220	-0.05078804	-0.05080733	-0.04912883	-0.04565608	-0.04426055	-0.04631205	-0.05000988	-0.04926389	-0.04773973	-0.04700660	-0.04908382	-0.04970120	-0.05114817
-0.04279428	-0.05341833	-0.05450517	-0.05438941	-0.05423506	-0.05432510	-0.05402927	-0.05350193	-0.05083305	-0.04793266	-0.04674293	-0.04759182	-0.04886516	-0.04898735	-0.04802913	-0.04702589	-0.04617056	-0.04842142	-0.05163050	-0.05286526	-0.05271734	-0.05209353	-0.05267233	-0.05295529	-0.05328327	-0.05381062
