-0.0536498	-0.0539264	-0.0538106	-0.0540743	-0.053637	-0.0535855	-0.0535662	-0.0532383	-0.0533154	-0.0537785	-0.0536949	-0.0540486	-0.0544473	-0.0544087	-0.0545309	-0.0546274	-0.0542672	-0.0543508	-0.0545502	-0.0540614	-0.053637	-0.0536305	-0.0536048	-0.0535277	-0.0540164	-0.0544794	-0.054801	-0.0544216	-0.0542222	-0.0540872	-0.0543251	-0.0544087	-0.0544344	-0.0545309	-0.0540035	-0.0538685	-0.0542737	-0.0542158	-0.0542994	-0.0542351	-0.0538621	-0.0537527	-0.0543058	-0.0542737	-0.0540872	-0.0540807	-0.0544537	-0.0543122	-0.0544151	-0.0543765	-0.0545052	
-0.054338	-0.0539585	-0.0543701	-0.0542158	-0.0541579	-0.0543058	-0.0542351	-0.0541836	-0.0539907	-0.0535662	-0.0538428	-0.0536434	-0.0537527	-0.0538942	-0.0543958	-0.0544537	-0.054518	-0.0542415	-0.0543058	-0.0539714	-0.0537399	-0.0537142	-0.0542994	-0.0539971	-0.0540164	-0.0540743	-0.0539521	-0.0538878	-0.0537913	-0.0540228	-0.0541515	-0.0539007	-0.054145	-0.0538492	-0.0542737	-0.0542158	-0.0540293	-0.0541257	-0.0540872	-0.0543058	-0.0536756	-0.0536177	-0.0543444	-0.0542093	-0.0539521	-0.0541322	-0.0542994	-0.0545052	-0.0546981	-0.0547495	-0.0544409	
-0.0540872	-0.0541129	-0.0542415	-0.0538492	-0.0540872	-0.0534569	-0.0535984	-0.0533347	-0.0530903	-0.0531611	-0.0535341	-0.0539135	-0.054055	-0.0538428	-0.0541836	-0.0547946	-0.0542994	-0.0542929	-0.0541965	-0.0542994	-0.0540743	-0.0540936	-0.0542994	-0.053817	-0.0537463	-0.0539007	-0.0542222	-0.0540421	-0.0538621	-0.0537077	-0.0538106	-0.0539457	-0.0537399	-0.0537527	-0.0537206	-0.0539714	-0.054145	-0.05419	-0.0542672	-0.0539521	-0.0543058	-0.0545116	-0.0542222	-0.0543251	-0.0541836	-0.0539585	-0.0540228	-0.05419	-0.0543765	-0.0541708	-0.0543315	
-0.0542672	-0.0538492	-0.0534312	-0.0540872	-0.0542544	-0.0541708	-0.0538299	-0.0534762	-0.0532061	-0.0536113	-0.053309	-0.0535984	-0.0534505	-0.0536177	-0.0537527	-0.0538942	-0.0537592	-0.0545695	-0.0543573	-0.0543637	-0.0543315	-0.0537849	-0.0537656	-0.0535727	-0.0534183	-0.0537142	-0.0539457	-0.054428	-0.0539392	-0.0536048	-0.0532447	-0.0535984	-0.0537206	-0.0541515	-0.0537785	-0.0538492	-0.0535791	-0.0534698	-0.0541772	-0.0543573	-0.0542351	-0.0542865	-0.0539971	-0.0541386	-0.0538621	-0.0541193	-0.0542672	-0.0543251	-0.0546981	-0.0541129	-0.0538814	
-0.0543573	-0.0536177	-0.0542093	-0.05419	-0.0538106	-0.0538106	-0.0532447	-0.0533797	-0.0532061	-0.0533219	-0.0530646	-0.0542801	-0.053772	-0.0535341	-0.0531611	-0.0531225	-0.0532961	-0.0536434	-0.0542286	-0.0545245	-0.0543187	-0.0536691	-0.0533797	-0.0535534	-0.053727	-0.0540421	-0.0542544	-0.0546016	-0.0541257	-0.0539714	-0.0536305	-0.0536498	-0.0537978	-0.053772	-0.0540421	-0.0544666	-0.0539199	-0.0535984	-0.0538492	-0.0535791	-0.0533412	-0.0532704	-0.0534248	-0.0534376	-0.0536048	-0.0536434	-0.0532447	-0.053727	-0.0539778	-0.0541064	-0.0537527	
-0.0539585	-0.0541708	-0.0539264	-0.0537913	-0.0537785	-0.053309	-0.0533604	-0.0533604	-0.0532833	-0.0529296	-0.052846	-0.0535855	-0.0535662	-0.0533604	-0.0531032	-0.0540614	-0.0542351	-0.0542865	-0.0542093	-0.0541257	-0.0537142	-0.0535984	-0.0531997	-0.0526852	-0.0524858	-0.0531868	-0.0537463	-0.0537978	-0.054145	-0.053817	-0.0530903	-0.053026	-0.0536434	-0.054338	-0.0543637	-0.0545245	-0.0544666	-0.0534891	-0.0535598	-0.0539457	-0.053399	-0.0539714	-0.0536241	-0.0538363	-0.0539585	-0.0535341	-0.0539135	-0.0537399	-0.0537013	-0.0540936	-0.0539843	
-0.0536949	-0.0535791	-0.0533926	-0.0536434	-0.0538685	-0.0538106	-0.0538685	-0.0534569	-0.0529424	-0.0534891	-0.053309	-0.0532447	-0.0528331	-0.0528202	-0.0531096	-0.0531482	-0.0530325	-0.0535469	-0.0539199	-0.0538299	-0.0544216	-0.0542415	-0.0532447	-0.0528846	-0.0525501	-0.0533154	-0.0536498	-0.053592	-0.0537399	-0.0540164	-0.0538042	-0.054055	-0.0539328	-0.0535212	-0.0537849	-0.0534762	-0.0534183	-0.0536498	-0.0536113	-0.0535791	-0.0535662	-0.0534826	-0.0535598	-0.0539585	-0.0535277	-0.0539135	-0.0535341	-0.0538621	-0.0537978	-0.0539585	-0.0540936	
-0.0539457	-0.0537142	-0.0537013	-0.0542672	-0.0543701	-0.0539007	-0.0536563	-0.0535984	-0.0533604	-0.0537142	-0.0533862	-0.0528653	-0.0527366	-0.052981	-0.0525501	-0.0525694	-0.0528009	-0.0533862	-0.0537206	-0.0538428	-0.0536756	-0.0530196	-0.0523508	-0.052936	-0.052891	-0.053264	-0.0536691	-0.0537785	-0.0540807	-0.0537592	-0.0531804	-0.0531675	-0.052653	-0.0528717	-0.0533604	-0.0535727	-0.0536627	-0.0532383	-0.0535341	-0.05401	-0.0538106	-0.0534633	-0.0534826	-0.0538814	-0.0534698	-0.0532447	-0.0532833	-0.0537463	-0.0534698	-0.053637	-0.0542351	
-0.0537142	-0.0533604	-0.053727	-0.0537785	-0.0536305	-0.0535341	-0.054055	-0.0540035	-0.0534633	-0.0532897	-0.0530582	-0.0530711	-0.0532383	-0.0532575	-0.0523572	-0.0521578	-0.0526723	-0.0529939	-0.0530711	-0.0533862	-0.0532961	-0.053309	-0.0532768	-0.0534055	-0.0531289	-0.0526981	-0.0517656	-0.0520614	-0.0531418	-0.0531804	-0.0529103	-0.0528846	-0.0525887	-0.0526852	-0.0531096	-0.053219	-0.053354	-0.0536177	-0.0542737	-0.054145	-0.0538299	-0.0538428	-0.0539264	-0.0538621	-0.0537013	-0.0532254	-0.053264	-0.0534569	-0.0539585	-0.0539714	-0.0539585	
-0.0540807	-0.0541643	-0.0536113	-0.0536241	-0.0539585	-0.0536627	-0.0538235	-0.053637	-0.0535662	-0.0538106	-0.0531289	-0.0533797	-0.053592	-0.053444	-0.0527366	-0.0527495	-0.0527431	-0.0521707	-0.0524472	-0.0521771	-0.0526273	-0.0535405	-0.053965	-0.0533604	-0.0526209	-0.0504922	-0.0504986	-0.0517077	-0.0524215	-0.0528781	-0.053026	-0.0519778	-0.0520678	-0.0523379	-0.0524215	-0.0528524	-0.0532125	-0.0530325	-0.0535148	-0.0538235	-0.0536434	-0.0538749	-0.0535662	-0.0532575	-0.0529424	-0.0528202	-0.0530775	-0.0536113	-0.0538106	-0.0542544	-0.0539071	
-0.0539135	-0.0538235	-0.0539971	-0.0535598	-0.0538428	-0.0540872	-0.0535277	-0.0535727	-0.0534376	-0.0529296	-0.0528781	-0.0531611	-0.0532447	-0.0534505	-0.0531675	-0.0532511	-0.0527559	-0.0516048	-0.0508523	-0.0512446	-0.0532254	-0.0538106	-0.0541	-0.0534955	-0.0514569	-0.0506916	-0.0509038	-0.0517784	-0.0531739	-0.0531032	-0.0515855	-0.0507752	-0.0511546	-0.051727	-0.0522029	-0.0526402	-0.0534312	-0.053772	-0.0540164	-0.0536113	-0.053264	-0.0535019	-0.0531354	-0.0531225	-0.053592	-0.0533604	-0.0537206	-0.0534762	-0.0536113	-0.0538492	-0.054518	
