-0.02864603	-0.03066537	-0.03044672	-0.03005443	-0.03033096	-0.03022163	-0.03069753	-0.03042743	-0.03028594	-0.03037598	-0.03045315	-0.03053032	-0.03078113	-0.03070396	-0.03036311	-0.03067823	-0.03077470	-0.03083258	-0.03099335	-0.03120558	-0.03073611	-0.03018305	-0.03041456	-0.03035025	-0.03035668	-0.03089046	-0.03101908	-0.03096120	-0.03110911	-0.03115413	-0.03111554
-0.03090332	-0.03076827	-0.03074255	-0.03076184	-0.03039527	-0.03081329	-0.03089689	-0.03090332	-0.03036955	-0.03008658	-0.03029880	-0.03033096	-0.03005443	-0.03049174	-0.03051746	-0.03065894	-0.03020877	-0.03032453	-0.03051746	-0.03049174	-0.02981005	-0.02982291	-0.02991937	-0.03003513	-0.03083258	-0.03098049	-0.03100622	-0.03069753	-0.03081329	-0.03090975	-0.03098049
-0.02991294	-0.03049817	-0.03045315	-0.03051746	-0.03055605	-0.03078113	-0.03062679	-0.03071039	-0.03063322	-0.03035668	-0.03051746	-0.03020877	-0.03007372	-0.03001584	-0.02996439	-0.03016375	-0.03037598	-0.03036311	-0.03044029	-0.03056248	-0.02996439	-0.03004799	-0.03033739	-0.03107053	-0.03159787	-0.03052389	-0.03026022	-0.02960425	-0.02966856	-0.03013803	-0.03072968
-0.03065251	-0.03054318	-0.03060106	-0.03054318	-0.03089046	-0.03054318	-0.03018948	-0.02999655	-0.02984863	-0.02968143	-0.02941132	-0.02952708	-0.02922482	-0.02952708	-0.02948206	-0.03020877	-0.03017662	-0.03040813	-0.03044029	-0.03078756	-0.03025379	-0.03067180	-0.03058820	-0.03019591	-0.03014446	-0.03069753	-0.02977146	-0.02946920	-0.02972644	-0.02988722	-0.03040170
-0.02956567	-0.03004799	-0.03032453	-0.03033739	-0.03020877	-0.03022163	-0.03003513	-0.02982934	-0.02955281	-0.02852384	-0.02804152	-0.02740485	-0.02714117	-0.02700612	-0.02726336	-0.02711545	-0.02766209	-0.02839522	-0.02870391	-0.02942419	-0.02969429	-0.02944348	-0.02939846	-0.02934058	-0.02868462	-0.02863960	-0.02814441	-0.02819586	-0.02867819	-0.02952065	-0.02988079
-0.03025379	-0.03025379	-0.03040813	-0.03019591	-0.02997082	-0.02942419	-0.02921196	-0.02898045	-0.02800936	-0.02680676	-0.02590642	-0.02534692	-0.02499321	-0.02404142	-0.02469095	-0.02525045	-0.02467166	-0.02523759	-0.02662669	-0.02746272	-0.02741128	-0.02669743	-0.02618295	-0.02647235	-0.02693538	-0.02644662	-0.02619581	-0.02631800	-0.02635659	-0.02740485	-0.02880681
-0.02922482	-0.03000941	-0.03066537	-0.03066537	-0.03055605	-0.02966213	-0.02867819	-0.02716690	-0.02545625	-0.02387421	-0.02281310	-0.02155262	-0.02100598	-0.01962974	-0.01881300	-0.01822135	-0.01921172	-0.02177127	-0.02364270	-0.02483244	-0.02613793	-0.02622154	-0.02624726	-0.02613150	-0.02579709	-0.02511540	-0.02389994	-0.02214427	-0.02047220	-0.02042076	-0.02211855
-0.02984863	-0.02921839	-0.02983577	-0.02953994	-0.02953351	-0.02848526	-0.02647235	-0.02426008	-0.02231791	-0.02144329	-0.01940466	-0.01771973	-0.01566180	-0.01363603	-0.01074207	-0.01056843	-0.01144948	-0.01317300	-0.01460068	-0.01642066	-0.01948183	-0.02402213	-0.02708973	-0.02835021	-0.02797721	-0.02653023	-0.02364270	-0.01922459	-0.01302508	-0.01084497	-0.01325017
-0.02702541	-0.02915408	-0.02964927	-0.02960425	-0.02911550	-0.02807367	-0.02621511	-0.02355909	-0.02164265	-0.01911526	-0.01595763	-0.00902499	-0.00460044	0.00066656	0.00052508	-0.00337855	-0.00614389	-0.00384158	0.00210068	0.00791432	-0.00205376	-0.01595763	-0.02529547	-0.02922482	-0.03034382	-0.02908334	-0.02653023	-0.01856862	-0.00704423	0.00487245	0.00291099
-0.03009301	-0.02956567	-0.02993867	-0.02964927	-0.02846596	-0.02705114	-0.02505752	-0.02292885	-0.01996415	-0.01289646	0.00309749	0.01884063	0.04095691	0.05006323	0.06623082	0.06048149	0.05276426	0.03664169	0.06187702	0.07735649	0.07234029	0.03711759	0.00020996	-0.01778404	-0.02259444	-0.02549483	-0.02572635	-0.01938536	0.00235149	0.01882133	0.02164455
