-0.04981695	-0.05037002	-0.05073016	-0.05097454	-0.05113531	-0.05088450	-0.05047292	-0.05064012	-0.05032500	-0.05055652	-0.05083305	-0.05088450	-0.05020925	-0.05044719	-0.05071087	-0.05096168	-0.05067871	-0.05080090	-0.05076231	-0.05037645	-0.05038931	-0.05028642	-0.05035073	-0.05051150	-0.05034430	-0.05047935	-0.05053723	-0.05079447	-0.05069157	-0.05077518	-0.05113531	-0.05107100	-0.05046649	-0.05031214
-0.05029285	-0.05078161	-0.05067228	-0.05058868	-0.05026069	-0.05049221	-0.05031857	-0.05019638	-0.05074945	-0.05081376	-0.05074945	-0.05096168	-0.05087164	-0.05053723	-0.05049221	-0.05016423	-0.05002275	-0.05049864	-0.05073659	-0.05071730	-0.05050507	-0.05053080	-0.05038931	-0.05006133	-0.05073016	-0.05076231	-0.05041504	-0.04996487	-0.05020281	-0.05004204	-0.05009992	-0.04973335	-0.05035716	-0.05037002
-0.05033144	-0.05017066	-0.05042147	-0.05037002	-0.05072373	-0.05087164	-0.05037645	-0.05027999	-0.05018352	-0.05048578	-0.05033787	-0.05007419	-0.05058224	-0.05037002	-0.05026712	-0.05037645	-0.05058224	-0.05046649	-0.05052437	-0.05052437	-0.05022211	-0.05035073	-0.04940537	-0.04973335	-0.05046006	-0.05043433	-0.05010635	-0.05013850	-0.05055652	-0.05085878	-0.05087807	-0.05082019	-0.05051150	-0.05049864
-0.05014494	-0.05010635	-0.05013850	-0.05029928	-0.05004847	-0.05056938	-0.05024783	-0.05053080	-0.05065299	-0.05071730	-0.05071087	-0.05067871	-0.05058868	-0.05080733	-0.05080733	-0.05076231	-0.05049221	-0.05042147	-0.05045362	-0.05077518	-0.05014494	-0.05007419	-0.04988769	-0.05022211	-0.05057581	-0.05100669	-0.05040861	-0.05049864	-0.05076874	-0.05089093	-0.05038288	-0.05057581	-0.05081376	-0.05076231
-0.05089736	-0.05068514	-0.05038931	-0.05059511	-0.05038288	-0.05016423	-0.05020925	-0.05002275	-0.05047935	-0.05062726	-0.05033144	-0.05026069	-0.05013850	-0.05071730	-0.05067228	-0.05019638	-0.05043433	-0.05055009	-0.05064012	-0.05055009	-0.05044076	-0.05064012	-0.05022854	-0.05011921	-0.04956614	-0.04994557	-0.04997773	-0.05015780	-0.05040218	-0.05033144	-0.05035716	-0.05004204	-0.05026069	-0.05022854
-0.05016423	-0.05027999	-0.05035716	-0.05058224	-0.05042147	-0.05027356	-0.05009349	-0.04987483	-0.05003561	-0.04997130	-0.05038288	-0.05056295	-0.05065942	-0.05056295	-0.05042790	-0.05002918	-0.04997130	-0.05013850	-0.05058224	-0.05044076	-0.05053080	-0.05055009	-0.04997130	-0.04952756	-0.04941823	-0.04952756	-0.04955971	-0.05026712	-0.05036359	-0.05018995	-0.04990699	-0.05004204	-0.05028642	-0.05011921
-0.04982982	-0.04986197	-0.05017709	-0.05033787	-0.05077518	-0.05072373	-0.05091666	-0.05095524	-0.05104528	-0.05081376	-0.05013850	-0.05034430	-0.05009349	-0.05010635	-0.05024140	-0.05042790	-0.04995844	-0.05021568	-0.04995200	-0.04942466	-0.04919314	-0.04939251	-0.04949540	-0.04926389	-0.04950183	-0.04922530	-0.04964332	-0.05044719	-0.05059511	-0.05006133	-0.04995844	-0.04982338	-0.04971406	-0.05029285
-0.05046006	-0.05056295	-0.05052437	-0.05036359	-0.04963688	-0.05030571	-0.05080090	-0.05093595	-0.05083305	-0.05026712	-0.04986840	-0.05004204	-0.05036359	-0.04994557	-0.04923816	-0.04927675	-0.04972692	-0.04950826	-0.04803556	-0.04721882	-0.04675579	-0.04732815	-0.04807415	-0.04919314	-0.04921887	-0.04950826	-0.04989413	-0.05031857	-0.05043433	-0.05001632	-0.04918028	-0.04928961	-0.04977194	-0.05004204
-0.05069800	-0.05090380	-0.05055009	-0.05038931	-0.05023497	-0.05022211	-0.05030571	-0.05061440	-0.05062726	-0.05038931	-0.05044076	-0.05039575	-0.04980409	-0.04858220	-0.04818991	-0.04821563	-0.04869796	-0.04843428	-0.04767542	-0.04703232	-0.04703875	-0.04714165	-0.04727670	-0.04754037	-0.04799697	-0.04890375	-0.04927032	-0.04944395	-0.04818991	-0.04691013	-0.04701303	-0.04833782	-0.04935392	-0.04934106
-0.05055652	-0.05060797	-0.05071730	-0.05064656	-0.05080733	-0.05092309	-0.05095524	-0.05091023	-0.05074945	-0.05082662	-0.05066585	-0.04990699	-0.04936035	-0.04871082	-0.04815132	-0.04629918	-0.04667218	-0.04741818	-0.04589403	-0.04308367	-0.04224764	-0.04263993	-0.04318657	-0.04482648	-0.04594548	-0.04724455	-0.04765613	-0.04791337	-0.04665932	-0.04495510	-0.04534096	-0.04684582	-0.04763684	-0.04822206
