-0.04535382	-0.04551460	-0.04622201	-0.04654999	-0.04643424	-0.04665932	-0.04680080	-0.04654356	-0.04671077	-0.04644710	-0.04674936	-0.04714808	-0.04667218	-0.04645996	-0.04688441	-0.04709020	-0.04704518	-0.04697444	-0.04633777	-0.04565608	-0.04608053	-0.04669791	-0.04678794	-0.04664646	-0.04617056	-0.04606124	-0.04660144	-0.04678794	-0.04695515	-0.04715451	-0.04698730
-0.04518019	-0.04674293	-0.04663360	-0.04622844	-0.04627989	-0.04661430	-0.04622844	-0.04672363	-0.04654356	-0.04640208	-0.04652427	-0.04658215	-0.04675579	-0.04653070	-0.04682010	-0.04729599	-0.04692943	-0.04637636	-0.04579113	-0.04579113	-0.04620272	-0.04693586	-0.04691656	-0.04685868	-0.04665932	-0.04623487	-0.04597763	-0.04571396	-0.04633134	-0.04624774	-0.04688441
-0.04662717	-0.04639565	-0.04636993	-0.04651784	-0.04625417	-0.04674936	-0.04635063	-0.04628632	-0.04602265	-0.04597763	-0.04595191	-0.04624131	-0.04614484	-0.04627989	-0.04644067	-0.04673649	-0.04670434	-0.04628632	-0.04583615	-0.04591975	-0.04695515	-0.04750179	-0.04737317	-0.04746320	-0.04679437	-0.04646639	-0.04597120	-0.04586188	-0.04597120	-0.04660787	-0.04658215
-0.04555319	-0.04640208	-0.04638922	-0.04594548	-0.04571396	-0.04591332	-0.04546315	-0.04523164	-0.04552746	-0.04572039	-0.04548245	-0.04532167	-0.04537955	-0.04561750	-0.04585544	-0.04658858	-0.04694229	-0.04729599	-0.04729599	-0.04702589	-0.04701303	-0.04692943	-0.04661430	-0.04624131	-0.04591975	-0.04572039	-0.04555319	-0.04570753	-0.04633134	-0.04678151	-0.04703875
-0.04667862	-0.04659501	-0.04613841	-0.04602265	-0.04604194	-0.04523164	-0.04534096	-0.04551460	-0.04527022	-0.04500012	-0.04523807	-0.04497439	-0.04509658	-0.04517376	-0.04596477	-0.04653713	-0.04595834	-0.04593262	-0.04629918	-0.04647925	-0.04574612	-0.04582972	-0.04546958	-0.04516733	-0.04525093	-0.04568181	-0.04550174	-0.04555962	-0.04610625	-0.04640208	-0.04659501
-0.04372678	-0.04612555	-0.04618343	-0.04554676	-0.04529595	-0.04495510	-0.04478790	-0.04383610	-0.04393900	-0.04365604	-0.04348883	-0.04358529	-0.04354671	-0.04471072	-0.04506443	-0.04592619	-0.04582972	-0.04532167	-0.04501941	-0.04516733	-0.04489079	-0.04445348	-0.04470429	-0.04432486	-0.04389398	-0.04389398	-0.04450493	-0.04591332	-0.04654999	-0.04693586	-0.04682010
-0.04619629	-0.04577184	-0.04624774	-0.04508372	-0.04476860	-0.04458210	-0.04348883	-0.04256276	-0.04182319	-0.04158525	-0.04175888	-0.04186178	-0.04110935	-0.04090999	-0.04239556	-0.04419624	-0.04447277	-0.04405476	-0.04347597	-0.04312869	-0.04284573	-0.04310297	-0.04318657	-0.04215118	-0.04060130	-0.03909644	-0.03885206	-0.04086497	-0.04294862	-0.04455638	-0.04454352
-0.04429914	-0.04597763	-0.04620915	-0.04462069	-0.04383610	-0.04285216	-0.04170100	-0.04083282	-0.04043409	-0.03916718	-0.03757872	-0.03489698	-0.03280047	-0.03236316	-0.03609959	-0.04073635	-0.04327661	-0.04405476	-0.04386183	-0.04344381	-0.04370748	-0.04470429	-0.04484577	-0.04320586	-0.03954661	-0.03426674	-0.03029880	-0.02757205	-0.03044672	-0.03671053	-0.03820253
-0.04585544	-0.04586831	-0.04568824	-0.04508372	-0.04347597	-0.04270424	-0.04077494	-0.03922506	-0.03589379	-0.03130204	-0.02332115	-0.01762326	-0.01225336	-0.01333377	-0.01971978	-0.02881967	-0.03561083	-0.03784882	-0.03911573	-0.04138588	-0.04421553	-0.04546958	-0.04537955	-0.04436345	-0.03916075	-0.03118629	-0.01879371	-0.01131443	-0.01101217	-0.01853004	-0.02552699
-0.04227980	-0.04581686	-0.04534739	-0.04426698	-0.04332805	-0.04210616	-0.04003537	-0.03463974	-0.02808653	-0.01231767	0.00525831	0.02749678	0.03725907	0.03682176	0.01573444	-0.00679985	-0.01758468	-0.01442704	-0.01548173	-0.02734053	-0.04006753	-0.04422840	-0.04533453	-0.04512231	-0.04096144	-0.02761707	-0.01136588	0.00941918	0.01372797	0.00157977	-0.00748797
