-0.04825422	-0.04913527	-0.04963688	-0.04957257	-0.04953399	-0.04944395	-0.04969476	-0.04968190	-0.04966261	-0.04967547	-0.04932820	-0.04923816	-0.04906452	-0.04914170	-0.04961116	-0.05002918	-0.04964975	-0.04977194	-0.04971406	-0.04995844	-0.04964332	-0.04964975	-0.04956614	-0.04979123	-0.05006133	-0.04988126	-0.05021568	-0.04991985	-0.04964975	-0.04968190	-0.04924459	-0.04955971	-0.04981695	-0.04957257
-0.04900664	-0.04921887	-0.04948897	-0.04870439	-0.04916742	-0.04962402	-0.04941823	-0.04908382	-0.04900664	-0.04934106	-0.04956614	-0.04963688	-0.04914813	-0.04886516	-0.04928961	-0.04945039	-0.04957901	-0.04934749	-0.04874297	-0.04891661	-0.04865937	-0.04892304	-0.04945039	-0.04934749	-0.04975907	-0.05009349	-0.04982338	-0.04958544	-0.04964332	-0.04910311	-0.04887159	-0.04894877	-0.04915456	-0.04905166
-0.04865294	-0.04869796	-0.04899378	-0.04913527	-0.04907096	-0.04970120	-0.04923816	-0.04935392	-0.04967547	-0.04959187	-0.04921244	-0.04936678	-0.04922530	-0.04939251	-0.04979766	-0.04944395	-0.04959187	-0.04938608	-0.04965618	-0.04965618	-0.04946325	-0.04959187	-0.04930247	-0.04948897	-0.04960473	-0.04931533	-0.04934106	-0.04977837	-0.04955328	-0.04890375	-0.04823492	-0.04786192	-0.04840213	-0.04876870
-0.04882015	-0.04883301	-0.04940537	-0.04954042	-0.04911597	-0.04923173	-0.04922530	-0.04904523	-0.04871082	-0.04868509	-0.04943109	-0.04903237	-0.04934749	-0.04907739	-0.04894233	-0.04883944	-0.04913527	-0.04880728	-0.04964332	-0.04973978	-0.04945682	-0.04921887	-0.04915456	-0.04925102	-0.04950826	-0.04942466	-0.04973335	-0.04977194	-0.04940537	-0.04882658	-0.04806772	-0.04771401	-0.04815775	-0.04901951
-0.04925102	-0.04950183	-0.04950183	-0.04948254	-0.04939894	-0.04908382	-0.04887802	-0.04864651	-0.04823492	-0.04842142	-0.04838927	-0.04856290	-0.04890375	-0.04873011	-0.04736673	-0.04691013	-0.04705161	-0.04782977	-0.04892947	-0.04900021	-0.04920601	-0.04883944	-0.04827994	-0.04892947	-0.04964975	-0.04974621	-0.04929604	-0.04921244	-0.04905809	-0.04831853	-0.04674936	-0.04631848	-0.04667218	-0.04761754
-0.04839570	-0.04844715	-0.04860149	-0.04907739	-0.04952756	-0.04932820	-0.04846644	-0.04831853	-0.04786835	-0.04745034	-0.04686511	-0.04678151	-0.04734744	-0.04722525	-0.04558534	-0.04498083	-0.04507086	-0.04610625	-0.04758539	-0.04836354	-0.04837640	-0.04784263	-0.04784906	-0.04877513	-0.04976551	-0.05003561	-0.05006133	-0.04940537	-0.04854361	-0.04758539	-0.04530881	-0.04447921	-0.04534739	-0.04631848
-0.04775903	-0.04748892	-0.04832496	-0.04896163	-0.04879442	-0.04853075	-0.04843428	-0.04719310	-0.04558534	-0.04420910	-0.04269781	-0.04263993	-0.04278785	-0.04283286	-0.04221549	-0.04152094	-0.04193895	-0.04382967	-0.04622201	-0.04774616	-0.04797125	-0.04657572	-0.04618986	-0.04778475	-0.04954042	-0.04925745	-0.04913527	-0.04895520	-0.04748892	-0.04553389	-0.04348240	-0.04298078	-0.04363674	-0.04529595
-0.04748249	-0.04757253	-0.04838927	-0.04881371	-0.04891661	-0.04847930	-0.04727027	-0.04552103	-0.04248559	-0.03993247	-0.03786169	-0.03697420	-0.03730862	-0.03809963	-0.03729576	-0.03678770	-0.03679414	-0.03938584	-0.04405476	-0.04667862	-0.04701946	-0.04429271	-0.04352098	-0.04659501	-0.04876227	-0.04846644	-0.04855647	-0.04827351	-0.04680080	-0.04565608	-0.04318657	-0.04228623	-0.04286502	-0.04433129
-0.04746963	-0.04656286	-0.04720596	-0.04694872	-0.04694229	-0.04539241	-0.04184892	-0.03795172	-0.03239532	-0.02826660	-0.02428580	-0.02353337	-0.02422149	-0.02638874	-0.02923769	-0.03051103	-0.03381014	-0.03761731	-0.04171387	-0.04400974	-0.04523807	-0.04196468	-0.04064632	-0.04509658	-0.04864651	-0.04669148	-0.04723168	-0.04732815	-0.04518019	-0.04411907	-0.04267852	-0.04262064	-0.04294862	-0.04386826
-0.04659501	-0.04617056	-0.04647282	-0.04588760	-0.04486507	-0.04160454	-0.03566871	-0.02968143	-0.02011207	-0.01299936	-0.00555224	-0.00366795	-0.00725003	-0.01390613	-0.02224074	-0.02676817	-0.03290980	-0.03793243	-0.04145020	-0.04190037	-0.04361102	-0.04060130	-0.03715427	-0.04287145	-0.04789408	-0.04457567	-0.04462069	-0.04613198	-0.04474931	-0.04414479	-0.04401617	-0.04506443	-0.04497439	-0.04537955
