-0.05110959	-0.05092952	-0.05091666	-0.05084592	-0.05102599	-0.05119319	-0.05139255	-0.05147616	-0.05137969	-0.05152117	-0.05153404	-0.05175912	-0.05107743	-0.05110316	-0.05100669	-0.05135397	-0.05089093	-0.05073659	-0.05073659	-0.05121892	-0.05138612	-0.05083305	-0.05125107	-0.05149545	-0.05143757	-0.05157262	-0.05146973	-0.05163693	-0.05121249	-0.05094238	-0.05085878	-0.05111602	-0.05091023	-0.05104528
-0.05078161	-0.05066585	-0.05060154	-0.05089093	-0.05074302	-0.05075588	-0.05087807	-0.05112888	-0.05130895	-0.05107743	-0.05083305	-0.05091023	-0.05100026	-0.05132824	-0.05153404	-0.05177841	-0.05116104	-0.05083949	-0.05096168	-0.05119319	-0.05134754	-0.05116747	-0.05132181	-0.05114174	-0.05121892	-0.05124464	-0.05146973	-0.05151474	-0.05141185	-0.05159192	-0.05141828	-0.05104528	-0.05081376	-0.05101312
-0.05103242	-0.05114817	-0.05101955	-0.05147616	-0.05154690	-0.05149545	-0.05119319	-0.05111602	-0.05124464	-0.05145043	-0.05121249	-0.05145043	-0.05118033	-0.05119962	-0.05177841	-0.05171410	-0.05074302	-0.05052437	-0.05111602	-0.05130252	-0.05133467	-0.05155333	-0.05100026	-0.05092309	-0.05116747	-0.05096811	-0.05076874	-0.05115461	-0.05071087	-0.05078804	-0.05053080	-0.05055652	-0.05069800	-0.05092952
-0.05110316	-0.05123821	-0.05098740	-0.05099383	-0.05082662	-0.05075588	-0.05050507	-0.05071087	-0.05103242	-0.05086521	-0.05079447	-0.05058224	-0.05075588	-0.05132824	-0.05092952	-0.05092952	-0.05082019	-0.05090380	-0.05105171	-0.05096811	-0.05125750	-0.05107743	-0.05086521	-0.05065299	-0.05103885	-0.05094238	-0.05082662	-0.05063369	-0.05090380	-0.05150831	-0.05091666	-0.05131538	-0.05105171	-0.05046006
-0.05105171	-0.05116747	-0.05098097	-0.05117390	-0.05137326	-0.05146973	-0.05105171	-0.05125107	-0.05098097	-0.05084592	-0.05152761	-0.05161764	-0.05140542	-0.05139898	-0.05102599	-0.05078161	-0.05078161	-0.05087807	-0.05045362	-0.05029285	-0.05053723	-0.05076874	-0.05046006	-0.05047292	-0.05086521	-0.05076874	-0.05058224	-0.05046649	-0.05037002	-0.05073659	-0.05013207	-0.05011921	-0.05000988	-0.04912883
-0.05073659	-0.05097454	-0.05050507	-0.05120605	-0.05145043	-0.05154690	-0.05119319	-0.05107100	-0.05087164	-0.05107743	-0.05133467	-0.05134111	-0.05095524	-0.05053080	-0.05058224	-0.05067228	-0.05130895	-0.05074945	-0.05029928	-0.05044719	-0.05125107	-0.05124464	-0.05082662	-0.05033787	-0.05041504	-0.05079447	-0.05047935	-0.05020281	-0.05029285	-0.04984268	-0.05050507	-0.05028642	-0.05037645	-0.04979123
-0.05056295	-0.05102599	-0.05112245	-0.05136683	-0.05107743	-0.05050507	-0.05061440	-0.05028642	-0.05017066	-0.05042790	-0.05046006	-0.05002275	-0.05049221	-0.05083949	-0.05070443	-0.05070443	-0.05069157	-0.05048578	-0.05070443	-0.05093595	-0.05078804	-0.05031857	-0.05015780	-0.04951470	-0.04924459	-0.04992628	-0.05039575	-0.05020925	-0.05062083	-0.05026712	-0.04977837	-0.04978480	-0.04940537	-0.04855647
-0.05061440	-0.05113531	-0.05098097	-0.05103885	-0.05078161	-0.05042147	-0.05049864	-0.05118676	-0.05105814	-0.05131538	-0.05141828	-0.05095524	-0.05062726	-0.05058868	-0.05064012	-0.05104528	-0.05101312	-0.05011278	-0.05006776	-0.05049221	-0.05044076	-0.05026069	-0.04963045	-0.04883944	-0.04857577	-0.04793266	-0.04860149	-0.04999702	-0.05005490	-0.04995844	-0.04898735	-0.04963045	-0.04993914	-0.04749535
-0.05089093	-0.05101312	-0.05117390	-0.05115461	-0.05072373	-0.05115461	-0.05137969	-0.05128323	-0.05113531	-0.05096811	-0.05101312	-0.05109673	-0.05125107	-0.05089093	-0.05013207	-0.05027356	-0.04954042	-0.04964332	-0.05027999	-0.05038931	-0.04896806	-0.04719310	-0.04638922	-0.04770115	-0.04757253	-0.04779118	-0.04601622	-0.04716737	-0.04868509	-0.04780404	-0.04759825	-0.04791980	-0.04684582	-0.04615127
-0.05099383	-0.05094238	-0.05058868	-0.05046649	-0.05032500	-0.05051793	-0.05098740	-0.05026069	-0.05024783	-0.05044076	-0.05071730	-0.05081376	-0.05047292	-0.04999059	-0.05015780	-0.05024783	-0.04995844	-0.04990699	-0.04997130	-0.04899378	-0.04624131	-0.04166885	-0.03961735	-0.04145020	-0.04464641	-0.04769472	-0.04593905	-0.04227980	-0.04410621	-0.04141804	-0.03967523	-0.04175245	-0.04097430	-0.03838260
