-0.0562866	-0.0558107	-0.0558493	-0.0555148	-0.0555984	-0.0551869	-0.0552383	-0.0553412	-0.0557528	-0.0559007	-0.0554891	-0.0552254	-0.0554698	-0.0557592	-0.0558557	-0.0557271	-0.055547	-0.0554377	-0.0554955	-0.0552254	-0.055084	-0.0551804	-0.055457	-0.0561901	-0.0563123	-0.0563895	-0.056203	-0.0558878	-0.0558943	-0.0561644	-0.056338	-0.055875	-0.0564088	-0.0567946	-0.0568782	-0.0565116	-0.0556177	-0.0555148	-0.0557464	-0.0561579	-0.0559843	-0.0555984	-0.0549489	-0.0556949	-0.0559136	-0.0560615	-0.0559907	-0.0555856	-0.0556242	-0.0560808	-0.0558493	
-0.05601	-0.055547	-0.0553926	-0.0554119	-0.0553541	-0.0551354	-0.0549618	-0.0551869	-0.0552254	-0.0553798	-0.055637	-0.0554505	-0.0559779	-0.0558685	-0.0561579	-0.0561386	-0.0562223	-0.0563316	-0.0557721	-0.0554634	-0.0553798	-0.055682	-0.0555791	-0.0556885	-0.0554505	-0.055502	-0.0555406	-0.0557078	-0.0559714	-0.0561579	-0.0560936	-0.0558621	-0.055592	-0.0556435	-0.0557528	-0.0559393	-0.0555599	-0.0552833	-0.0553862	-0.0556113	-0.055457	-0.0556499	-0.0558235	-0.0556692	-0.0557271	-0.0557656	-0.0557721	-0.0559521	-0.0560808	-0.0560422	-0.0560358	
-0.0557271	-0.0558042	-0.0553991	-0.0553734	-0.0555599	-0.0559007	-0.0556756	-0.0556499	-0.0555277	-0.0553155	-0.0552833	-0.055682	-0.0556113	-0.0549682	-0.0558685	-0.0560679	-0.0558878	-0.05592	-0.0559264	-0.0557849	-0.0556692	-0.0554441	-0.0557142	-0.0554827	-0.0558943	-0.0560165	-0.0560679	-0.0559714	-0.055875	-0.0559907	-0.0565181	-0.0561644	-0.055875	-0.0557013	-0.0557849	-0.05601	-0.0561129	-0.0558493	-0.0554312	-0.0553798	-0.0554055	-0.0553412	-0.0557335	-0.055547	-0.0557721	-0.0561194	-0.0561001	-0.0558493	-0.0558428	-0.0559779	-0.0561386	
-0.0560229	-0.0553991	-0.0549618	-0.0550004	-0.055084	-0.0551933	-0.0552383	-0.0550647	-0.055309	-0.0552833	-0.0552061	-0.0551676	-0.0552898	-0.0552447	-0.0555213	-0.0552319	-0.0557206	-0.0554891	-0.0554312	-0.055174	-0.0551354	-0.0552898	-0.055264	-0.0555534	-0.0552319	-0.0553991	-0.0556242	-0.0558171	-0.0563123	-0.0561579	-0.0556306	-0.0554312	-0.0554634	-0.0558685	-0.0559779	-0.0560036	-0.0561386	-0.0563509	-0.056383	-0.0561451	-0.056338	-0.0563702	-0.0560743	-0.0554312	-0.0554955	-0.0555599	-0.0554055	-0.0558235	-0.0559393	-0.0555599	-0.0555534	
-0.0555213	-0.0549939	-0.0550132	-0.0550261	-0.0551418	-0.0550325	-0.0547881	-0.0546338	-0.0549296	-0.0549939	-0.0552383	-0.0551225	-0.0551869	-0.0551611	-0.0550518	-0.0550132	-0.0551547	-0.0556628	-0.0557785	-0.055547	-0.0550454	-0.0548653	-0.0548331	-0.0553412	-0.0553926	-0.0555599	-0.056055	-0.0560872	-0.0561194	-0.0556692	-0.0556563	-0.0557464	-0.0560229	-0.0561451	-0.0559714	-0.0560358	-0.0561258	-0.0561065	-0.0559007	-0.0557078	-0.0558171	-0.0556756	-0.0556306	-0.0557978	-0.0563573	-0.055965	-0.0560229	-0.0562094	-0.0563059	-0.0561386	-0.0562544	
-0.0552898	-0.0557078	-0.055219	-0.0549939	-0.0552769	-0.0549489	-0.0550454	-0.0550711	-0.054801	-0.0547624	-0.0547688	-0.054711	-0.0548782	-0.0549939	-0.0552254	-0.0553476	-0.0555663	-0.0556692	-0.0557013	-0.0554055	-0.0553348	-0.055309	-0.055174	-0.0553348	-0.0551418	-0.0555599	-0.0553219	-0.0554698	-0.0553926	-0.0554248	-0.055264	-0.0557592	-0.0558621	-0.0558235	-0.0556435	-0.0554698	-0.055682	-0.0558235	-0.0554505	-0.0554441	-0.0554763	-0.0552447	-0.0553283	-0.0556885	-0.0555727	-0.0558364	-0.055965	-0.0558878	-0.0558107	-0.0554377	-0.0553541	
-0.0551033	-0.0551033	-0.0551161	-0.0552898	-0.0552061	-0.0554698	-0.0550647	-0.0550775	-0.055129	-0.0551161	-0.0554827	-0.0549811	-0.0548074	-0.0544923	-0.0542093	-0.0550647	-0.0554955	-0.0555534	-0.0553348	-0.0554698	-0.0559972	-0.055637	-0.0551354	-0.0547495	-0.0552319	-0.0556563	-0.0558685	-0.0555213	-0.0556563	-0.0559907	-0.0557206	-0.0556242	-0.0553348	-0.055174	-0.0554955	-0.0557335	-0.0557721	-0.0560615	-0.0558557	-0.0558878	-0.0558364	-0.0559071	-0.0556628	-0.0558428	-0.0558235	-0.0553669	-0.0554505	-0.055502	-0.0559972	-0.0557528	-0.0558685	
-0.0558364	-0.055592	-0.0559907	-0.0560229	-0.0557142	-0.0556628	-0.0552319	-0.0549811	-0.0548139	-0.054473	-0.0543315	-0.0542286	-0.0539135	-0.0538942	-0.0546531	-0.0545888	-0.0546724	-0.0548203	-0.0554827	-0.0560036	-0.0559007	-0.0552254	-0.0544859	-0.0538106	-0.0546081	-0.0552769	-0.0553155	-0.0558814	-0.0560936	-0.0557142	-0.0559972	-0.0556242	-0.0554634	-0.0551225	-0.0552576	-0.0553155	-0.0554505	-0.0554955	-0.055875	-0.0558493	-0.0559136	-0.0565502	-0.0559843	-0.0553798	-0.0552126	-0.0553991	-0.0552383	-0.0552962	-0.0552705	-0.0552319	-0.0555599	
-0.0553798	-0.0552769	-0.0554377	-0.0551997	-0.0552061	-0.0553348	-0.0553926	-0.055547	-0.0549875	-0.055219	-0.0552512	-0.0543444	-0.0540228	-0.0544602	-0.0543958	-0.0542286	-0.0543058	-0.0547495	-0.0552898	-0.0554055	-0.0554698	-0.0545245	-0.0543122	-0.0546016	-0.054936	-0.0551097	-0.0551483	-0.0556499	-0.0558621	-0.0555213	-0.0553026	-0.0554955	-0.0555406	-0.0557914	-0.0554505	-0.0552705	-0.0551161	-0.0552512	-0.0554827	-0.0553283	-0.0555534	-0.0552769	-0.0554441	-0.0560358	-0.0560679	-0.0557914	-0.05583	-0.0562673	-0.0562415	-0.0565181	-0.056248	
-0.055457	-0.0556242	-0.055084	-0.0550132	-0.0550518	-0.0547946	-0.0554955	-0.0558621	-0.0556177	-0.0552705	-0.0545952	-0.0541129	-0.0546209	-0.0541965	-0.0540872	-0.0539199	-0.0539907	-0.05419	-0.0543958	-0.0546917	-0.0552512	-0.0559264	-0.0553541	-0.0549746	-0.0544859	-0.0529296	-0.0535148	-0.0547817	-0.055174	-0.0553605	-0.0550454	-0.054936	-0.0546081	-0.054846	-0.0553734	-0.0551097	-0.0554634	-0.0557721	-0.0557464	-0.0555084	-0.0552061	-0.0552705	-0.0554377	-0.055219	-0.0553991	-0.0556113	-0.0556499	-0.0556563	-0.0554184	-0.0559329	-0.0554955	
-0.0555341	-0.0556177	-0.0551354	-0.0553219	-0.0553283	-0.0551997	-0.0551547	-0.0554827	-0.055084	-0.0546016	-0.0546338	-0.0549168	-0.0546659	-0.0540743	-0.0535469	-0.0535534	-0.053592	-0.0527817	-0.0531675	-0.0543187	-0.055637	-0.0556949	-0.0550068	-0.0535084	-0.0516112	-0.0506144	-0.0520035	-0.0537978	-0.0548653	-0.0551804	-0.055084	-0.0547817	-0.0546724	-0.0549811	-0.0550711	-0.0552769	-0.0554184	-0.0556177	-0.0553926	-0.0553348	-0.0553283	-0.0553476	-0.0552962	-0.0554891	-0.0556435	-0.055264	-0.0551483	-0.055129	-0.0557399	-0.0555663	-0.0554698	
-0.0551418	-0.0556242	-0.0552705	-0.0549746	-0.0548139	-0.0548975	-0.0548589	-0.0545309	-0.0550068	-0.0552126	-0.0550325	-0.0551033	-0.0550004	-0.0544923	-0.0545052	-0.0541708	-0.0531096	-0.0525244	-0.052981	-0.0544666	-0.0549682	-0.0549168	-0.0543058	-0.0527045	-0.0509552	-0.0506401	-0.0518877	-0.0534055	-0.0542994	-0.0538556	-0.0529939	-0.0525373	-0.0533604	-0.0541965	-0.0545952	-0.0546338	-0.054846	-0.0550968	-0.0552576	-0.0554055	-0.0554441	-0.0556177	-0.0552319	-0.055219	-0.0553155	-0.0554184	-0.0555727	-0.055547	-0.0554055	-0.0552447	-0.0556113	
