-0.04924459	-0.04053377	-0.03756586	-0.03712533	-0.03874917	-0.04174281	-0.04305795	-0.04451779	-0.04738281	-0.04925424	-0.04899378	-0.04765935	-0.04543421	-0.04228944	-0.03839546	-0.03454649	-0.03107374	-0.02998690	-0.03288729	-0.03679735	-0.04197111	-0.04632169	-0.04861435	-0.04927996	-0.04907096	-0.04873333	-0.04937643	-0.05064977	-0.05196491	-0.05082341	-0.04731850	-0.04285859	-0.04168493	-0.04490044	-0.04919314	-0.05098418	-0.05078804	-0.04990377	-0.05040218	-0.05025105	-0.05002275	-0.05007741	-0.05106457	-0.05124464	-0.04997130	-0.04947289	-0.04989734	-0.05108708	-0.05161121	-0.05148580	-0.05030250
-0.04296470	-0.03685845	-0.03590665	-0.03690668	-0.03901927	-0.04030869	-0.04101932	-0.04384253	-0.04651141	-0.04806450	-0.04788765	-0.04794553	-0.04637636	-0.04399688	-0.03875881	-0.03354325	-0.02914444	-0.02880681	-0.03127310	-0.03583591	-0.04039872	-0.04504192	-0.04815132	-0.04939572	-0.04929283	-0.04885552	-0.04959830	-0.05075910	-0.05209032	-0.05129930	-0.04843428	-0.04408370	-0.04181355	-0.04374607	-0.04873011	-0.05126393	-0.05116747	-0.05006133	-0.05032822	-0.05034751	-0.05025748	-0.04992628	-0.05065299	-0.05178163	-0.05063691	-0.05029928	-0.05069800	-0.05131538	-0.05233470	-0.05142792	-0.04953077
-0.04280393	-0.03686488	-0.03577803	-0.03627001	-0.03699028	-0.03835044	-0.04065275	-0.04343417	-0.04591332	-0.04711592	-0.04850503	-0.04890053	-0.04809987	-0.04389398	-0.03787133	-0.03231171	-0.02866854	-0.02841130	-0.03066859	-0.03432784	-0.03982636	-0.04439560	-0.04808701	-0.04886195	-0.04877191	-0.04956936	-0.04934106	-0.05111280	-0.05245689	-0.05222216	-0.04882979	-0.04357243	-0.04098395	-0.04303223	-0.04753073	-0.05109030	-0.05090380	-0.04898092	-0.04892304	-0.05066585	-0.04984589	-0.04913848	-0.04995844	-0.05155654	-0.05162407	-0.04999059	-0.05053723	-0.05152439	-0.05220608	-0.05148902	-0.05023497
-0.04294541	-0.03709961	-0.03596132	-0.03564620	-0.03575231	-0.03700636	-0.03915754	-0.04170744	-0.04330233	-0.04579113	-0.04871725	-0.05000345	-0.04842785	-0.04326374	-0.03792600	-0.03356255	-0.02942419	-0.02772318	-0.02822158	-0.03156572	-0.03656583	-0.04272032	-0.04534418	-0.04722847	-0.04748571	-0.04741497	-0.04842785	-0.05016423	-0.05193276	-0.05216749	-0.04953077	-0.04536669	-0.04141804	-0.04223800	-0.04713200	-0.05018995	-0.05003882	-0.04839891	-0.04812238	-0.04926710	-0.04934749	-0.04831531	-0.04927032	-0.05147616	-0.05140542	-0.05030893	-0.04954042	-0.05108386	-0.05143757	-0.05160799	-0.05103885
-0.04234732	-0.03620570	-0.03529249	-0.03449826	-0.03459794	-0.03569765	-0.03738579	-0.03872344	-0.04168493	-0.04544064	-0.04896484	-0.05006776	-0.04794231	-0.04412872	-0.03982636	-0.03427318	-0.02988079	-0.02612186	-0.02537586	-0.02855921	-0.03399986	-0.03945979	-0.04370105	-0.04558213	-0.04659180	-0.04604194	-0.04656929	-0.04802913	-0.05044719	-0.05241187	-0.05056938	-0.04648890	-0.04349526	-0.04317371	-0.04576863	-0.04913205	-0.05046327	-0.04829923	-0.04751465	-0.04859184	-0.04887481	-0.04882979	-0.04867866	-0.05080412	-0.05223180	-0.05008063	-0.04989413	-0.05146973	-0.05152117	-0.05158870	-0.05146008
-0.04227015	-0.03597740	-0.03542754	-0.03335354	-0.03340820	-0.03429890	-0.03552722	-0.03693240	-0.04030869	-0.04548245	-0.04866259	-0.04920279	-0.04842785	-0.04534096	-0.04103539	-0.03491949	-0.02792897	-0.02333079	-0.02203816	-0.02559451	-0.03136635	-0.03692597	-0.04178782	-0.04553068	-0.04693264	-0.04576219	-0.04564644	-0.04706448	-0.05005812	-0.05215463	-0.05127680	-0.04843428	-0.04422197	-0.04270746	-0.04370748	-0.04696801	-0.04992628	-0.04919958	-0.04685868	-0.04742461	-0.04854361	-0.04829923	-0.04874297	-0.05062083	-0.05132824	-0.05020925	-0.05002596	-0.05127036	-0.05219000	-0.05154047	-0.05081376
-0.04163669	-0.03572016	-0.03451434	-0.03299340	-0.03272330	-0.03245641	-0.03236638	-0.03442109	-0.03940513	-0.04379430	-0.04618664	-0.04780083	-0.04904523	-0.04812881	-0.04295184	-0.03538896	-0.02715725	-0.02130502	-0.02005740	-0.02180986	-0.02639839	-0.03286157	-0.04106433	-0.04586509	-0.04596156	-0.04322837	-0.04340201	-0.04615770	-0.04887159	-0.05145686	-0.05186845	-0.04809022	-0.04336664	-0.03953697	-0.04078780	-0.04556283	-0.04934106	-0.04890696	-0.04666897	-0.04646961	-0.04771079	-0.04778154	-0.04739246	-0.04910954	-0.05073337	-0.05050829	-0.04992307	-0.05113531	-0.05176234	-0.05167873	-0.04995844
-0.04184570	-0.03620248	-0.03437286	-0.03291623	-0.03197730	-0.03116056	-0.03110911	-0.03435678	-0.03735363	-0.04088748	-0.04403225	-0.04749214	-0.04939251	-0.04841499	-0.04365925	-0.03596775	-0.02719262	-0.02109601	-0.01766185	-0.01799305	-0.02295779	-0.03153035	-0.03998714	-0.04401939	-0.04216725	-0.04018007	-0.04067847	-0.04232803	-0.04592297	-0.04975586	-0.05108708	-0.04790051	-0.04125726	-0.03740830	-0.03901927	-0.04400974	-0.04876870	-0.04921244	-0.04677508	-0.04600657	-0.04706769	-0.04708699	-0.04691013	-0.04848252	-0.05067549	-0.05074945	-0.04939894	-0.05060154	-0.05157905	-0.05163050	-0.05109994
-0.04182319	-0.03579411	-0.03358506	-0.03266220	-0.03105767	-0.03054640	-0.03035347	-0.03341785	-0.03597740	-0.03788741	-0.04218976	-0.04772366	-0.04973978	-0.04825743	-0.04417695	-0.03933117	-0.03058177	-0.02158477	-0.01415373	-0.01066811	-0.01540134	-0.02543052	-0.03628609	-0.03968810	-0.03962379	-0.03800317	-0.03763660	-0.03760123	-0.04193574	-0.04733779	-0.05064334	-0.04777189	-0.04106112	-0.03713176	-0.03974597	-0.04457246	-0.04879764	-0.04982660	-0.04831853	-0.04740532	-0.04773330	-0.04749214	-0.04676865	-0.04807736	-0.05095846	-0.05032179	-0.04912562	-0.05004525	-0.05100669	-0.05128644	-0.05025426
-0.04140839	-0.03614460	-0.03446611	-0.03292266	-0.03081329	-0.02963641	-0.03042421	-0.03243390	-0.03319920	-0.03477158	-0.04026367	-0.04496796	-0.04683618	-0.04696480	-0.04707412	-0.04264958	-0.03251751	-0.02097704	-0.01116973	-0.00746868	-0.01352670	-0.02608005	-0.03529571	-0.04004180	-0.04126691	-0.03926043	-0.03786490	-0.03718321	-0.04114472	-0.04752108	-0.05099061	-0.04629597	-0.04033763	-0.03715749	-0.04018007	-0.04503549	-0.04949540	-0.05004525	-0.04880728	-0.04705805	-0.04703554	-0.04764970	-0.04724776	-0.04804199	-0.05102277	-0.05126072	-0.04947289	-0.04977837	-0.05188453	-0.05063369	-0.04898735
